,1,2,3,4,5,6,7,8
1.0,5.27439516736006,5.315875228171975,5.040941277730434,4.85199595890044,5.271152845695431,4.931690224318263,5.090155783722726,5.116770041958946
1.1111111111111112,1.4384464663077168,2.952737430066834,3.141031730555277,0.6906034495157695,1.6613333142416646,1.4640093584758347,0.8261770196139583,3.3876140265877774
1.2222222222222223,0.5383361917515362,0.2535685513152727,0.2345567199222504,0.2504881739277592,0.266645629950791,0.2357574201940354,0.8874900477358801,0.2427880453559191
1.3333333333333333,0.5137684928936262,0.2653569413220719,0.2710274794625972,0.25670527352564754,0.24881705309902125,0.254908399994644,0.2760172473521645,0.2641581867751463
1.4444444444444444,0.26187065401537535,0.2609522282782088,0.2777535077647488,0.2615329956764936,0.28707772354818156,0.28951367128086475,0.28768680971437155,0.3060450195481693
1.5555555555555556,0.2985918448768469,0.2777515814045429,0.2983796643634725,0.294396757958188,0.2968164044619747,0.29414517583290795,0.3132621028170352,0.30823051660269124
1.6666666666666665,0.3087742480773313,0.289127631238185,0.30630653256886714,0.3214903537707271,0.32425446833162297,0.34306650778583253,0.3263511842159086,0.3246628959815828
1.7777777777777777,0.32553900646478884,0.3009152388519179,0.3220524443808549,0.33831370337484634,0.32206388886512133,0.36070041025970373,0.34900704811708344,0.35673123232498277
1.8888888888888888,0.29311737408336375,0.31947116872781633,0.33839483560182787,0.3631133609810712,0.36464037375110736,0.3680770552780249,0.37062393631480534,0.3637122522103993
2.0,0.299042103827671,0.32089819421341936,0.3571663462781348,0.3563409766242621,0.3592004022060523,0.3675070339831215,0.3811116807939473,0.38039664322500505
